,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
10455,50,1958,first round,1,6.0,18.0,Van Rensselaer,0,3,grass,Green,usopen,4
10523,51,1958,first round,1,15.0,24.0,Schoop,0,3,grass,Hoogs,usopen,4
10590,52,1958,first round,1,17.0,23.0,Donnadieu,1,3,grass,Hernando,usopen,4
10656,53,1958,first round,1,5.0,18.0,Vinton,0,3,grass,Bowditch,usopen,4
10722,54,1958,first round,1,19.0,25.0,Dubie,2,3,grass,Douglas,usopen,4
10787,55,1958,first round,1,16.0,22.0,Eisenberg,1,3,grass,Clark,usopen,4
10851,56,1958,first round,1,28.0,32.0,Nielsen,2,3,grass,Seixas,usopen,4
10914,57,1958,first round,1,3.0,18.0,Sweeney,0,3,grass,Schwartz,usopen,4
10977,58,1958,first round,1,5.0,18.0,Erickson,0,3,grass,Franks,usopen,4
11039,59,1958,first round,1,8.0,18.0,Davidman,0,3,grass,Farrin,usopen,4
11101,60,1958,first round,1,27.0,29.0,Fisher,2,3,grass,Hoffman,usopen,4
11162,61,1958,first round,1,9.0,18.0,Cunningham,0,3,grass,Weld,usopen,4
11222,62,1958,first round,1,15.0,25.0,Rochon,1,3,grass,Crane,usopen,4
11283,63,1958,first round,1,2.0,18.0,Wright,0,3,grass,Ayala,usopen,4
11343,64,1958,first round,1,7.0,18.0,Davis,0,3,grass,Cooper,usopen,4
398,1,1958,second round,2,5.0,18.0,Rios,0,3,grass,Bartzen,usopen,4
1136,2,1958,second round,2,6.0,20.0,Kearney,0,3,grass,Flam,usopen,4
1736,3,1958,second round,2,11.0,20.0,Brechner,0,3,grass,Mark,usopen,4
2273,4,1958,second round,2,17.0,21.0,Mackay,1,3,grass,Crawford,usopen,4
2737,5,1958,second round,2,7.0,18.0,Nelson,0,3,grass,Schmidt,usopen,4
3138,6,1958,second round,2,13.0,20.0,Cullen,1,3,grass,Buchholz,usopen,4
3532,7,1958,second round,2,33.0,42.0,Giammalva,2,3,grass,Bedard,usopen,4
3930,8,1958,second round,2,11.0,19.0,Bond,0,3,grass,Richardson,usopen,4
4280,9,1958,second round,2,10.0,20.0,Morea,0,3,grass,Laver,usopen,4
4568,10,1958,second round,2,22.0,24.0,Hettleman,2,3,grass,Werksman,usopen,4
4858,11,1958,second round,2,5.0,18.0,Hoehn,0,3,grass,Harum,usopen,4
5147,12,1958,second round,2,16.0,24.0,Henry,1,3,grass,Savitt,usopen,4
5438,13,1958,second round,2,10.0,20.0,Fox,0,3,grass,Knight,usopen,4
5722,14,1958,second round,2,15.0,24.0,Sledge,0,3,grass,Reed,usopen,4
6002,15,1958,second round,2,19.0,27.0,McKinley,0,3,grass,Quillian,usopen,4
6282,16,1958,second round,2,8.0,19.0,Buse,0,3,grass,Anderson,usopen,4
6524,17,1958,second round,2,10.0,18.0,Schmidt,0,3,grass,Longshore,usopen,4
6705,18,1958,second round,2,18.0,20.0,Palmer,1,3,grass,Capell,usopen,4
6885,19,1958,second round,2,13.0,22.0,Brown,1,3,grass,Holmberg,usopen,4
7064,20,1958,second round,2,9.0,18.0,Grant,0,3,grass,Olmedo,usopen,4
7242,21,1958,second round,2,0.0,18.0,Davis,0,3,grass,Golden,usopen,4
7418,22,1958,second round,2,23.0,31.0,Soriano,0,3,grass,Andrews,usopen,4
7595,23,1958,second round,2,7.0,18.0,Fontana,0,3,grass,Dell,usopen,4
7770,24,1958,second round,2,12.0,19.0,Davies,0,3,grass,Fraser,usopen,4
7945,25,1958,second round,2,9.0,19.0,Thompson,0,3,grass,Green,usopen,4
8116,26,1958,second round,2,12.0,22.0,Hoogs,1,3,grass,Hernando,usopen,4
8286,27,1958,second round,2,15.0,25.0,Bowditch,1,3,grass,Douglas,usopen,4
8447,28,1958,second round,2,8.0,18.0,Clark,0,3,grass,Seixas,usopen,4
8610,29,1958,second round,2,8.0,19.0,Schwartz,1,3,grass,Franks,usopen,4
8776,30,1958,second round,2,24.0,31.0,Hoffman,2,3,grass,Farrin,usopen,4
8945,31,1958,second round,2,8.0,18.0,Weld,0,3,grass,Crane,usopen,4
9109,32,1958,second round,2,9.0,18.0,Ayala,0,3,grass,Cooper,usopen,4
400,1,1958,third round,3,14.0,22.0,Bartzen,0,3,grass,Flam,usopen,4
1138,2,1958,third round,3,19.0,23.0,Mark,1,3,grass,Crawford,usopen,4
1737,3,1958,third round,3,27.0,34.0,Buchholz,1,3,grass,Schmidt,usopen,4
2274,4,1958,third round,3,12.0,19.0,Giammalva,0,3,grass,Richardson,usopen,4
2738,5,1958,third round,3,9.0,19.0,Werksman,0,3,grass,Laver,usopen,4
3139,6,1958,third round,3,11.0,20.0,Harum,0,3,grass,Savitt,usopen,4
3533,7,1958,third round,3,15.0,22.0,Reed,1,3,grass,Knight,usopen,4
3931,8,1958,third round,3,11.0,20.0,Quillian,0,3,grass,Anderson,usopen,4
4281,9,1958,third round,3,11.0,18.0,Capell,0,3,grass,Longshore,usopen,4
4569,10,1958,third round,3,10.0,18.0,Holmberg,0,3,grass,Olmedo,usopen,4
4859,11,1958,third round,3,10.0,19.0,Andrews,0,3,grass,Golden,usopen,4
5148,12,1958,third round,3,15.0,22.0,Dell,1,3,grass,Fraser,usopen,4
5439,13,1958,third round,3,4.0,18.0,Hernando,0,3,grass,Green,usopen,4
5723,14,1958,third round,3,22.0,26.0,Douglas,1,3,grass,Seixas,usopen,4
6003,15,1958,third round,3,13.0,22.0,Farrin,0,3,grass,Franks,usopen,4
6283,16,1958,third round,3,2.0,18.0,Crane,0,3,grass,Cooper,usopen,4
396,1,1958,fourth round,4,21.0,28.0,Crawford,1,3,grass,Flam,usopen,4
1134,2,1958,fourth round,4,21.0,27.0,Richardson,0,3,grass,Schmidt,usopen,4
1734,3,1958,fourth round,4,17.0,23.0,Laver,0,3,grass,Savitt,usopen,4
2271,4,1958,fourth round,4,19.0,24.0,Knight,1,3,grass,Anderson,usopen,4
2736,5,1958,fourth round,4,8.0,18.0,Longshore,0,3,grass,Olmedo,usopen,4
3137,6,1958,fourth round,4,9.0,18.0,Golden,0,3,grass,Fraser,usopen,4
3531,7,1958,fourth round,4,13.0,21.0,Green,0,3,grass,Seixas,usopen,4
3929,8,1958,fourth round,4,7.0,18.0,Franks,0,3,grass,Cooper,usopen,4
397,1,1958,quarterfinals,5,17.0,23.0,Herbie Flam,0,3,grass,Ulf Schmidt,usopen,4
1135,2,1958,quarterfinals,5,26.0,33.0,Dick Savitt,1,3,grass,Mal Anderson,usopen,4
1735,3,1958,quarterfinals,5,22.0,26.0,Alex Olmedo,2,3,grass,Neale Fraser,usopen,4
2272,4,1958,quarterfinals,5,17.0,24.0,Vic Seixas,1,3,grass,Ashley Cooper,usopen,4
399,1,1958,semifinals,6,11.0,19.0,Ulf Schmidt,0,3,grass,Mal Anderson,usopen,4
1137,2,1958,semifinals,6,13.0,22.0,Neale Fraser,0,3,grass,Ashley Cooper,usopen,4
394,1,1958,final,7,28.0,31.0,Mal Anderson,2,3,grass,Ashley Cooper,usopen,4
402,1,1959,first round,1,20.0,22.0,Lesch,2,3,grass,Susman,usopen,4
1139,2,1959,first round,1,5.0,18.0,Ellis,0,3,grass,Holmberg,usopen,4
1738,3,1959,first round,1,7.0,20.0,Riessen,0,3,grass,Savitt,usopen,4
2275,4,1959,first round,1,24.0,23.0,Palafox,2,3,grass,Eisenberg,usopen,4
2739,5,1959,first round,1,21.0,23.0,Earnhart,2,3,grass,Van Rensselaer,usopen,4
3140,6,1959,first round,1,6.0,18.0,Crane,0,3,grass,Dell,usopen,4
3534,7,1959,first round,1,14.0,20.0,Karabasz,1,3,grass,Fletcher,usopen,4
3932,8,1959,first round,1,13.0,21.0,Bowditch,0,3,grass,Buchholz,usopen,4
4282,9,1959,first round,1,8.0,19.0,Pabst,0,3,grass,Reed,usopen,4
4570,10,1959,first round,1,9.0,18.0,Tully,0,3,grass,Santana,usopen,4
4860,11,1959,first round,1,13.0,20.0,Driscole,0,3,grass,Hobbs,usopen,4
5149,12,1959,first round,1,25.0,27.0,Rubell,2,3,grass,Lambert,usopen,4
5440,13,1959,first round,1,2.0,18.0,Perez,0,3,grass,Siska,usopen,4
5724,14,1959,first round,1,16.0,25.0,Geller,1,3,grass,Masterson,usopen,4
6004,15,1959,first round,1,16.0,21.0,Thompson,1,3,grass,Froehling,usopen,4
6284,16,1959,first round,1,9.0,19.0,Ashe,0,3,grass,Laver,usopen,4
6525,17,1959,first round,1,13.0,20.0,McClung,0,3,grass,Godbout,usopen,4
6706,18,1959,first round,1,13.0,20.0,Hoogs,0,3,grass,Bond,usopen,4
6886,19,1959,first round,1,10.0,18.0,Palmer,0,3,grass,Nelson,usopen,4
7065,20,1959,first round,1,6.0,19.0,Potthast,0,3,grass,Gomez,usopen,4
7243,21,1959,first round,1,2.0,18.0,Gottlieb,0,3,grass,Hoffman,usopen,4
7419,22,1959,first round,1,21.0,28.0,Notz,1,3,grass,Sullivan,usopen,4
7596,23,1959,first round,1,9.0,18.0,Hermosilla,0,3,grass,Pickard,usopen,4
7771,24,1959,first round,1,12.0,24.0,Skogstad,0,3,grass,Emerson,usopen,4
7946,25,1959,first round,1,8.0,18.0,Wright,0,3,grass,McKinley,usopen,4
8117,26,1959,first round,1,29.0,35.0,Sledge,0,3,grass,Scott,usopen,4
8287,27,1959,first round,1,9.0,18.0,Castillo,0,3,grass,Palafox,usopen,4
8448,28,1959,first round,1,12.0,19.0,Corley,0,3,grass,Harit,usopen,4
8611,29,1959,first round,1,12.0,20.0,Senkowski,1,3,grass,Clark,usopen,4
8777,30,1959,first round,1,10.0,22.0,Fitzgibbon,1,3,grass,Werksman,usopen,4
8946,31,1959,first round,1,6.0,18.0,Schoop,0,3,grass,Flam,usopen,4
9110,32,1959,first round,1,2.0,18.0,Dubie,0,3,grass,Olmedo,usopen,4
9246,33,1959,first round,1,9.0,20.0,Buck,0,3,grass,Fontana,usopen,4
9324,34,1959,first round,1,6.0,18.0,Eltzholtz,0,3,grass,Crawford,usopen,4
9400,35,1959,first round,1,7.0,18.0,Perkins,0,3,grass,Bartzen,usopen,4
9475,36,1959,first round,1,16.0,23.0,Lenoir,1,3,grass,Roberts,usopen,4
9549,37,1959,first round,1,17.0,24.0,Andrews,1,3,grass,Cranston,usopen,4
9625,38,1959,first round,1,12.0,19.0,Fox,0,3,grass,Seixas,usopen,4
9696,39,1959,first round,1,5.0,18.0,Jenkins,0,3,grass,Bennett,usopen,4
9769,40,1959,first round,1,4.0,18.0,Biggs,0,3,grass,Krishnan,usopen,4
9840,41,1959,first round,1,13.0,20.0,Ralph,1,3,grass,Soriano,usopen,4
9907,42,1959,first round,1,5.0,18.0,Greene,0,3,grass,Mark,usopen,4
9975,43,1959,first round,1,12.0,19.0,Beck,0,3,grass,Powless,usopen,4
10045,44,1959,first round,1,26.0,32.0,Tacchini,2,3,grass,Barnes,usopen,4
10113,45,1959,first round,1,5.0,18.0,Sears,0,3,grass,Farrin,usopen,4
10183,46,1959,first round,1,17.0,26.0,Coss,0,3,grass,Henry,usopen,4
10252,47,1959,first round,1,22.0,26.0,Schwartz,2,3,grass,Mulloy,usopen,4
10320,48,1959,first round,1,6.0,18.0,Alleyne,0,3,grass,Mackay,usopen,4
10390,49,1959,first round,1,20.0,27.0,Barker,2,3,grass,Hettleman,usopen,4
10456,50,1959,first round,1,40.0,42.0,Pimentel,1,3,grass,Shea,usopen,4
10524,51,1959,first round,1,12.0,19.0,Davis,0,3,grass,Dailey,usopen,4
10591,52,1959,first round,1,11.0,20.0,Herren,0,3,grass,Buchholz,usopen,4
10657,53,1959,first round,1,10.0,21.0,Garrido,0,3,grass,Bedard,usopen,4
10723,54,1959,first round,1,17.0,22.0,Razzetti,1,3,grass,Aubone,usopen,4
10788,55,1959,first round,1,23.0,26.0,Wood,2,3,grass,Stewart,usopen,4
10852,56,1959,first round,1,10.0,20.0,Jungle,0,3,grass,Ayala,usopen,4
10915,57,1959,first round,1,7.0,18.0,Longshore,0,3,grass,Morris,usopen,4
10978,58,1959,first round,1,15.0,20.0,Mulligan,1,3,grass,Nagler,usopen,4
11040,59,1959,first round,1,15.0,23.0,Kierbow,2,3,grass,Hernando,usopen,4
11102,60,1959,first round,1,8.0,18.0,Boys,0,3,grass,Bassett,usopen,4
11163,61,1959,first round,1,21.0,25.0,Howe,2,3,grass,Lall,usopen,4
11223,62,1959,first round,1,7.0,18.0,Ralston,0,3,grass,Wilson,usopen,4
11284,63,1959,first round,1,9.0,18.0,Fisher,0,3,grass,Green,usopen,4
11344,64,1959,first round,1,16.0,24.0,Neely,1,3,grass,Fraser,usopen,4
405,1,1959,second round,2,4.0,18.0,Susman,0,3,grass,Holmberg,usopen,4
1142,2,1959,second round,2,9.0,21.0,Eisenberg,0,3,grass,Savitt,usopen,4
1741,3,1959,second round,2,3.0,18.0,Van Rensselaer,0,3,grass,Dell,usopen,4
2278,4,1959,second round,2,13.0,22.0,Fletcher,0,3,grass,Buchholz,usopen,4
2741,5,1959,second round,2,16.0,21.0,Santana,1,3,grass,Reed,usopen,4
3142,6,1959,second round,2,16.0,24.0,Hobbs,1,3,grass,Lambert,usopen,4
3536,7,1959,second round,2,9.0,18.0,Masterson,0,3,grass,Siska,usopen,4
3934,8,1959,second round,2,6.0,18.0,Froehling,0,3,grass,Laver,usopen,4
4283,9,1959,second round,2,14.0,20.0,Godbout,0,3,grass,Bond,usopen,4
4571,10,1959,second round,2,11.0,22.0,Gomez,1,3,grass,Nelson,usopen,4
4861,11,1959,second round,2,7.0,18.0,Sullivan,0,3,grass,Hoffman,usopen,4
5150,12,1959,second round,2,6.0,18.0,Pickard,0,3,grass,Emerson,usopen,4
5441,13,1959,second round,2,8.0,18.0,Scott,0,3,grass,McKinley,usopen,4
5725,14,1959,second round,2,5.0,18.0,Harit,0,3,grass,Palafox,usopen,4
6005,15,1959,second round,2,5.0,18.0,Werksman,0,3,grass,Clark,usopen,4
6285,16,1959,second round,2,19.0,25.0,Flam,1,3,grass,Olmedo,usopen,4
6526,17,1959,second round,2,9.0,18.0,Fontana,0,3,grass,Crawford,usopen,4
6707,18,1959,second round,2,2.0,18.0,Roberts,0,3,grass,Bartzen,usopen,4
6887,19,1959,second round,2,18.0,27.0,Cranston,2,3,grass,Seixas,usopen,4
7066,20,1959,second round,2,11.0,19.0,Bennett,0,3,grass,Krishnan,usopen,4
7244,21,1959,second round,2,6.0,18.0,Soriano,0,3,grass,Mark,usopen,4
7420,22,1959,second round,2,25.0,33.0,Powless,0,3,grass,Barnes,usopen,4
7597,23,1959,second round,2,16.0,24.0,Farrin,0,3,grass,Henry,usopen,4
7772,24,1959,second round,2,9.0,18.0,Mulloy,0,3,grass,Mackay,usopen,4
7947,25,1959,second round,2,24.0,22.0,Shea,2,3,grass,Hettleman,usopen,4
8118,26,1959,second round,2,6.0,18.0,Buchholz,0,3,grass,Dailey,usopen,4
8288,27,1959,second round,2,7.0,18.0,Aubone,0,3,grass,Bedard,usopen,4
8449,28,1959,second round,2,6.0,18.0,Stewart,0,3,grass,Ayala,usopen,4
8612,29,1959,second round,2,27.0,28.0,Morris,2,3,grass,Nagler,usopen,4
8778,30,1959,second round,2,13.0,19.0,Bassett,1,3,grass,Hernando,usopen,4
8947,31,1959,second round,2,9.0,18.0,Lall,0,3,grass,Wilson,usopen,4
9111,32,1959,second round,2,11.0,20.0,Green,0,3,grass,Fraser,usopen,4
407,1,1959,third round,3,28.0,25.0,Savitt,2,3,grass,Holmberg,usopen,4
1144,2,1959,third round,3,12.0,18.0,Dell,0,3,grass,Buchholz,usopen,4
1742,3,1959,third round,3,7.0,18.0,Lambert,0,3,grass,Reed,usopen,4
2279,4,1959,third round,3,22.0,26.0,Siska,1,3,grass,Laver,usopen,4
2742,5,1959,third round,3,11.0,18.0,Nelson,0,3,grass,Bond,usopen,4
3143,6,1959,third round,3,2.0,18.0,Hoffman,0,3,grass,Emerson,usopen,4
3537,7,1959,third round,3,29.0,32.0,Palafox,2,3,grass,McKinley,usopen,4
3935,8,1959,third round,3,13.0,21.0,Clark,1,3,grass,Olmedo,usopen,4
4284,9,1959,third round,3,9.0,18.0,Crawford,0,3,grass,Bartzen,usopen,4
4572,10,1959,third round,3,9.0,18.0,Krishnan,0,3,grass,Seixas,usopen,4
4862,11,1959,third round,3,10.0,18.0,Barnes,0,3,grass,Mark,usopen,4
5151,12,1959,third round,3,14.0,21.0,Henry,0,3,grass,Mackay,usopen,4
5442,13,1959,third round,3,29.0,26.0,Hettleman,2,3,grass,Dailey,usopen,4
5726,14,1959,third round,3,13.0,21.0,Bedard,0,3,grass,Ayala,usopen,4
6006,15,1959,third round,3,19.0,23.0,Nagler,1,3,grass,Hernando,usopen,4
6286,16,1959,third round,3,10.0,18.0,Wilson,0,3,grass,Fraser,usopen,4
403,1,1959,fourth round,4,28.0,32.0,Buchholz,2,3,grass,Holmberg,usopen,4
1140,2,1959,fourth round,4,16.0,23.0,Reed,1,3,grass,Laver,usopen,4
1739,3,1959,fourth round,4,15.0,25.0,Bond,0,3,grass,Emerson,usopen,4
2276,4,1959,fourth round,4,9.0,18.0,McKinley,0,3,grass,Olmedo,usopen,4
2740,5,1959,fourth round,4,20.0,28.0,Seixas,2,3,grass,Bartzen,usopen,4
3141,6,1959,fourth round,4,15.0,21.0,Mark,0,3,grass,Mackay,usopen,4
3535,7,1959,fourth round,4,6.0,18.0,Dailey,0,3,grass,Ayala,usopen,4
3933,8,1959,fourth round,4,5.0,18.0,Hernando,0,3,grass,Fraser,usopen,4
404,1,1959,quarterfinals,5,16.0,25.0,Rod Laver,1,3,grass,Ron Holmberg,usopen,4
1141,2,1959,quarterfinals,5,15.0,21.0,Roy Emerson,1,3,grass,Alex Olmedo,usopen,4
1740,3,1959,quarterfinals,5,11.0,18.0,Barry Mackay,0,3,grass,Tut Bartzen,usopen,4
2277,4,1959,quarterfinals,5,11.0,18.0,Luis Ayala,0,3,grass,Neale Fraser,usopen,4
406,1,1959,semifinals,6,24.0,30.0,Ron Holmberg,1,3,grass,Alex Olmedo,usopen,4
1143,2,1959,semifinals,6,7.0,18.0,Tut Bartzen,0,3,grass,Neale Fraser,usopen,4
401,1,1959,final,7,16.0,23.0,Alex Olmedo,1,3,grass,Neale Fraser,usopen,4
409,1,1960,first round,1,21.0,25.0,Maloney,1,3,grass,Hewitt,usopen,4
1145,2,1960,first round,1,17.0,23.0,Lenoir,1,3,grass,Morris,usopen,4
1743,3,1960,first round,1,11.0,20.0,Sharpe,0,3,grass,Ralston,usopen,4
2280,4,1960,first round,1,5.0,18.0,Castillo,0,3,grass,Evans,usopen,4
2743,5,1960,first round,1,20.0,29.0,Clark,0,3,grass,Froehling,usopen,4
3144,6,1960,first round,1,18.0,23.0,Sack,1,3,grass,Dailey,usopen,4
3538,7,1960,first round,1,9.0,18.0,Buck,0,3,grass,Spengler,usopen,4
3936,8,1960,first round,1,14.0,20.0,Woodcock,1,3,grass,Holmberg,usopen,4
4285,9,1960,first round,1,8.0,18.0,Mellersh,0,3,grass,Nagler,usopen,4
4573,10,1960,first round,1,4.0,18.0,Freedhoff,0,3,grass,Graebner,usopen,4
4863,11,1960,first round,1,4.0,18.0,Salas,0,3,grass,Bond,usopen,4
5152,12,1960,first round,1,3.0,18.0,BuenoNete,0,3,grass,Mark,usopen,4
5443,13,1960,first round,1,13.0,22.0,Sledge,0,3,grass,Osuna,usopen,4
5727,14,1960,first round,1,7.0,18.0,Burns,0,3,grass,Godbout,usopen,4
6007,15,1960,first round,1,22.0,22.0,Hetherington,2,3,grass,White,usopen,4
6287,16,1960,first round,1,12.0,20.0,Douglas,0,3,grass,Mackay,usopen,4
6527,17,1960,first round,1,7.0,18.0,Kumar,0,3,grass,Riessen,usopen,4
6708,18,1960,first round,1,10.0,20.0,Stoesser,0,3,grass,McKinley,usopen,4
6888,19,1960,first round,1,24.0,30.0,Van Kerckhoven,2,3,grass,Ambrose,usopen,4
7067,20,1960,first round,1,25.0,26.0,Mulligan,2,3,grass,Reyes,usopen,4
7245,21,1960,first round,1,17.0,23.0,Brownlow,0,3,grass,Oliver,usopen,4
7421,22,1960,first round,1,5.0,18.0,Davis,0,3,grass,Seixas,usopen,4
7598,23,1960,first round,1,12.0,24.0,Fisher,1,3,grass,Senkowski,usopen,4
7773,24,1960,first round,1,23.0,23.0,Bartzen,2,3,grass,Crawford,usopen,4
7948,25,1960,first round,1,18.0,24.0,Cranis,1,3,grass,Russel,usopen,4
8119,26,1960,first round,1,11.0,20.0,Richardson,0,3,grass,Palafox,usopen,4
8289,27,1960,first round,1,1.0,18.0,Leon,0,3,grass,Reed,usopen,4
8450,28,1960,first round,1,10.0,18.0,Hammill,0,3,grass,Sangster,usopen,4
8613,29,1960,first round,1,16.0,21.0,Biggs,1,3,grass,Buck,usopen,4
8779,30,1960,first round,1,7.0,18.0,Gambus,0,3,grass,Moss,usopen,4
8948,31,1960,first round,1,18.0,24.0,Hann,1,3,grass,Henry,usopen,4
9112,32,1960,first round,1,2.0,18.0,Raskind,0,3,grass,Fraser,usopen,4
9247,33,1960,first round,1,24.0,28.0,Earnhart,2,3,grass,Gerrard,usopen,4
9325,34,1960,first round,1,19.0,27.0,Jennett,1,3,grass,Legenstein,usopen,4
9401,35,1960,first round,1,12.0,22.0,Powless,1,3,grass,Bedard,usopen,4
9476,36,1960,first round,1,10.0,20.0,Ralph,0,3,grass,Pimentel,usopen,4
9550,37,1960,first round,1,12.0,19.0,Beck,0,3,grass,Richardson,usopen,4
9626,38,1960,first round,1,11.0,25.0,Karabasz,1,3,grass,Scott,usopen,4
9697,39,1960,first round,1,18.0,21.0,Green,1,3,grass,Cranston,usopen,4
9770,40,1960,first round,1,4.0,18.0,Tattersall,0,3,grass,Emerson,usopen,4
9841,41,1960,first round,1,14.0,20.0,Bowditch,0,3,grass,Ashe,usopen,4
9908,42,1960,first round,1,12.0,20.0,Carpenter,0,3,grass,Zuleta,usopen,4
9976,43,1960,first round,1,16.0,25.0,Howe,1,3,grass,Coghlan,usopen,4
10046,44,1960,first round,1,15.0,22.0,Hettleman,0,3,grass,Bennett,usopen,4
10114,45,1960,first round,1,28.0,27.0,Heckler,2,3,grass,McManus,usopen,4
10184,46,1960,first round,1,18.0,21.0,Brown,1,3,grass,Woolven,usopen,4
10253,47,1960,first round,1,21.0,25.0,Booth,1,3,grass,Junta,usopen,4
10321,48,1960,first round,1,5.0,18.0,Fontana,0,3,grass,Buchholz,usopen,4
10391,49,1960,first round,1,18.0,25.0,Schwartz,2,3,grass,Fox,usopen,4
10457,50,1960,first round,1,16.0,23.0,Buchholz,2,3,grass,Hoogs,usopen,4
10525,51,1960,first round,1,21.0,25.0,Swann,1,3,grass,Lambert,usopen,4
10592,52,1960,first round,1,11.0,23.0,Roberts,1,3,grass,Palmer,usopen,4
10658,53,1960,first round,1,19.0,23.0,Castillo,1,3,grass,Pickett,usopen,4
10724,54,1960,first round,1,9.0,18.0,Palafox,0,3,grass,Crane,usopen,4
10789,55,1960,first round,1,3.0,18.0,Kumar,0,3,grass,Rubell,usopen,4
10853,56,1960,first round,1,9.0,18.0,Vickery,0,3,grass,Wilson,usopen,4
10916,57,1960,first round,1,14.0,22.0,Hedrick,0,3,grass,Kamakana,usopen,4
10979,58,1960,first round,1,16.0,26.0,Farrin,1,3,grass,Lesch,usopen,4
11041,59,1960,first round,1,13.0,20.0,Pasarell,0,3,grass,Dell,usopen,4
11103,60,1960,first round,1,15.0,23.0,Susman,1,3,grass,Driscole,usopen,4
11164,61,1960,first round,1,16.0,23.0,Bergerat,2,3,grass,Hernando,usopen,4
11224,62,1960,first round,1,17.0,24.0,Siska,1,3,grass,Franks,usopen,4
11285,63,1960,first round,1,2.0,18.0,Keeton,0,3,grass,Olvera,usopen,4
11345,64,1960,first round,1,9.0,19.0,Barker,0,3,grass,Laver,usopen,4
412,1,1960,second round,2,26.0,29.0,Morris,1,3,grass,Hewitt,usopen,4
1148,2,1960,second round,2,4.0,18.0,Evans,0,3,grass,Ralston,usopen,4
1746,3,1960,second round,2,16.0,23.0,Dailey,1,3,grass,Froehling,usopen,4
2283,4,1960,second round,2,5.0,18.0,Spengler,0,3,grass,Holmberg,usopen,4
2745,5,1960,second round,2,10.0,19.0,Graebner,0,3,grass,Nagler,usopen,4
3146,6,1960,second round,2,13.0,20.0,Bond,0,3,grass,Mark,usopen,4
3540,7,1960,second round,2,7.0,18.0,Godbout,0,3,grass,Osuna,usopen,4
3938,8,1960,second round,2,10.0,18.0,White,0,3,grass,Mackay,usopen,4
4286,9,1960,second round,2,23.0,24.0,Riessen,1,3,grass,McKinley,usopen,4
4574,10,1960,second round,2,8.0,18.0,Ambrose,0,3,grass,Reyes,usopen,4
4864,11,1960,second round,2,13.0,19.0,Oliver,0,3,grass,Seixas,usopen,4
5153,12,1960,second round,2,11.0,18.0,Senkowski,0,3,grass,Crawford,usopen,4
5444,13,1960,second round,2,16.0,25.0,Russel,0,3,grass,Palafox,usopen,4
5728,14,1960,second round,2,12.0,18.0,Reed,0,3,grass,Sangster,usopen,4
6008,15,1960,second round,2,10.0,18.0,Buck,0,3,grass,Moss,usopen,4
6288,16,1960,second round,2,3.0,18.0,Henry,0,3,grass,Fraser,usopen,4
6528,17,1960,second round,2,23.0,27.0,Legenstein,1,3,grass,Gerrard,usopen,4
6709,18,1960,second round,2,16.0,22.0,Bedard,1,3,grass,Pimentel,usopen,4
6889,19,1960,second round,2,12.0,23.0,Scott,1,3,grass,Richardson,usopen,4
7068,20,1960,second round,2,7.0,18.0,Cranston,0,3,grass,Emerson,usopen,4
7246,21,1960,second round,2,8.0,18.0,Ashe,0,3,grass,Zuleta,usopen,4
7422,22,1960,second round,2,8.0,18.0,Bennett,0,3,grass,Coghlan,usopen,4
7599,23,1960,second round,2,15.0,20.0,Woolven,1,3,grass,McManus,usopen,4
7774,24,1960,second round,2,5.0,18.0,Junta,0,3,grass,Buchholz,usopen,4
7949,25,1960,second round,2,17.0,19.0,Hoogs,1,3,grass,Fox,usopen,4
8120,26,1960,second round,2,7.0,18.0,Palmer,0,3,grass,Lambert,usopen,4
8290,27,1960,second round,2,13.0,20.0,Pickett,0,3,grass,Crane,usopen,4
8451,28,1960,second round,2,3.0,18.0,Rubell,0,3,grass,Wilson,usopen,4
8614,29,1960,second round,2,5.0,18.0,Kamakana,0,3,grass,Lesch,usopen,4
8780,30,1960,second round,2,18.0,24.0,Dell,1,3,grass,Driscole,usopen,4
8949,31,1960,second round,2,16.0,24.0,Hernando,1,3,grass,Franks,usopen,4
9113,32,1960,second round,2,6.0,18.0,Olvera,0,3,grass,Laver,usopen,4
414,1,1960,third round,3,13.0,21.0,Hewitt,1,3,grass,Ralston,usopen,4
1150,2,1960,third round,3,9.0,18.0,Froehling,0,3,grass,Holmberg,usopen,4
1747,3,1960,third round,3,30.0,34.0,Nagler,2,3,grass,Mark,usopen,4
2284,4,1960,third round,3,11.0,18.0,Osuna,0,3,grass,Mackay,usopen,4
2746,5,1960,third round,3,13.0,19.0,Reyes,0,3,grass,McKinley,usopen,4
3147,6,1960,third round,3,32.0,35.0,Crawford,2,3,grass,Seixas,usopen,4
3541,7,1960,third round,3,10.0,18.0,Palafox,0,3,grass,Sangster,usopen,4
3939,8,1960,third round,3,9.0,18.0,Moss,0,3,grass,Fraser,usopen,4
4287,9,1960,third round,3,8.0,18.0,Pimentel,0,3,grass,Gerrard,usopen,4
4575,10,1960,third round,3,23.0,26.0,Emerson,1,3,grass,Richardson,usopen,4
4865,11,1960,third round,3,25.0,29.0,Coghlan,2,3,grass,Zuleta,usopen,4
5154,12,1960,third round,3,8.0,19.0,McManus,0,3,grass,Buchholz,usopen,4
